Guid,Title,OtherTitle,Color,ReleaseYear,Duration,Mode,Comment,Published,CreatedOn,CreatedBy,UpdatedOn,UpdatedBy
8220228b-47f9-4909-a1ea-5a4356c70db8,Le Petit Chaperon Rouge,"Le Petit Chaperon Rouge, d'après Charles Perrault",C,2013,44,L,,True,,,,
8224d484-44a4-4ea3-94ff-a6760be400e7,Wie heiratet man einen König,"How to Marry a King, Wie man einen König heiratet",C,1969,74,L,"Not sure of origin...
Angela added: The Clever Farmgirl (ATU 875) on Oct 5, 2020

Also wouldn't allow me to input the following company: Künstlerische Arbeitsgruppe ""Jugend -und Kinderfilm""",True,,,,
82264792-5590-41f2-b6a9-f029788078d3,Jackie and the Beanstalk,,BW,1929,,U,,True,,,,
82308a16-2a57-4b8b-9c63-01bbc609da3a,Turandot,,C,2004,86,A,,True,,,,
823e07d5-6178-45b0-bcb6-7de00c4f8b9e,Vorobyishko,,BW,1984,9,A,"Vorobyishko, Maksim Gorkiy",True,,,,
826347ca-6280-404d-9d73-84a820ce30e9,Matchless Mulan,,C,2020,90,L,,True,,,,
82697419-9ca7-4143-b99c-5da340664449,Shake Rattle & Roll 2k5,"Shake, Rattle & Roll VII",C,2005,110,L,,True,,,,
826b9278-561f-4a8d-b260-effda30c05dd,Hänsel,,C,2015,12,L,,True,,,,
826c243f-2694-4cd7-999c-5838139d272f,The Hams That Couldn't Be Cured,,C,1942,7,A,,True,,,,
82751c82-b8e7-4444-812b-db8e6b20e978,Mykyta Kozhumyaka,"Микита Кожум'яка, Mykyta Kozhuoiaka, The Dragon Spell",C,2016,85,A,Contributed by Anastasia Sheichuk,True,,,,
82803b47-02c3-43ba-a356-13672511a335,Rabbit's Moon,,BW,1950,7,L,"I'm not sure of the origin.
https://en.wikipedia.org/wiki/Rabbit%27s_Moon ",True,,,,
8283c571-69b5-41bd-bd11-bf41434601d1,Ella Enchanted,,C,2004,96,L,,True,,,,
8284ab39-be07-4512-b384-0390e4384436,Macchi shoujo,"The Match Girl, 燐寸少女",C,2016,94,L,https://letterboxd.com/film/the-match-girl/,True,,,,
829fcd20-544a-46e3-aa60-11d38cd33eb7,La belle et la bête,Beauty and the Beast,C,2021,13,L,"https://en.unifrance.org/movie/52057/beauty-and-the-beast
https://letterboxd.com/film/beauty-and-the-beast-2021/",True,,,,
82a277b3-51bc-4742-93a3-de0422efc85e,Peter Pan,,C,1988,46,A,,True,,,,
82a99d6c-9c35-4030-9e31-c57d87e13756,The Stepford Husbands,,C,1996,120,L,,True,,,,
82ac8351-04be-4a80-8921-d717e78bd1e6,The Shape of Water,,M,2017,119,L,,True,,,,
82ada0da-ecef-444e-a07d-8da291bc04af,In the Witching House,,BW,2014,13,U,https://vimeo.com/channels/ginaeast/111713720,True,,,,
82da52e5-65c6-4020-bfcd-7a1a64e82556,Le avventure di Pinocchio,,BW,1915,,U,"https://ru-kinorium-com.translate.goog/477159/?_x_tr_sl=ru&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=nui,sc
",True,,,,
82db6762-ec18-43e4-8ae3-a8a0431e950a,Les aventures de baron de Münchhausen,"Baron Munchausen's Dream, The Hallucinations of Baron Munchausen",BW,1911,11,L,"https://www.youtube.com/watch?v=POZxhqCp3-s

https://mubi.com/films/baron-munchausen-s-dream
Origin is not Munchhausen: https://en.wikipedia.org/wiki/Baron_Munchausen%27s_Dream",True,,,,
82dc5d6b-c40a-42ba-81e7-6143e6f9d128,Zero,,C,2010,13,A,I'm not sure of the origin.,True,,,,
82efdb31-420d-4520-8275-e895ff9b63b7,The Ugly Duckling and Me,Grimme relling og mig,C,2006,90,A,"Added links to movie and TV series, as well as links to specific episodes/collections from Jack Zipes UW library donation - please let me know if I should adjust this",True,,,,
83025a97-4610-48c9-b237-bd16604ac07d,The Magic Brush,,C,2016,87,A,,True,,,,
83140242-e02c-4b15-ac68-8873a6349875,Princezna se zlatou hvězdou,"The Golden Starred Princess, The Princess with the Golden Star",C,1959,80,L,I'm not sure of the origin.,True,,,,
83200a0f-f9c6-4c04-8600-aa0c7038a22f,Barbie in a Mermaid Tale,,C,2010,75,A,,True,,,,
83305dde-5905-4c8e-9b19-480458bc3ca5,H.C. Andersens eventyrlige verden: Nattergalen,H.C. Andersen: The Nightingale,C,2005,,A,,True,,,,
83626b74-523b-4a07-8d2a-8102baa467bc,Alladin and the Wonderful Lamp,,BW,1931,,U,,True,,,,
836c29d4-0d1b-4cea-ba72-897e1c421aaa,E.T. the Extra-Terrestrial,,C,1982,115,L,As Frog King in Andrew M. Gordon Empire of Dreams (2008),True,,,,
8373abc6-2373-446a-8a93-a2193fd09d96,Mr. Magorium's Wonder Emporium,,C,2007,93,L,,True,,,,
837b6ff8-4d94-457c-a6ea-2e708250c8a6,Ma'ruf al-iskafi,"Ma'ruf the Cobbler, Maarouf el eskafi, Maarouf the Cobbler",BW,1947,,U,"This film is titled on IMDB as ""Maarouf the Cobbler"" (Maarouf el eskafi), and the director's name is presented as ""Fouad El Jazairly"". Information on the mode, and company missing from the IMDB entry.",True,,,,
83876d96-7d9d-4ee4-9b63-4ed6e0c2dd94,Os Trapalhões e o Mágico de Oróz,"The Bunglers and the Wizard of Oróz, The Tramps and the Wizard of Oróz",C,1984,93,L,,True,,,,
839f49ee-efc5-4efc-945c-f32730530a5c,Tamnan Krasue,Demonic Beauty,C,2002,105,L,"https://mcutimes.com/Movies/titles/243458/demonic-beauty/full-credits
https://letterboxd.com/film/demonic-beauty/

Based on the krasue, a nocturnal female spirit of Southeast Asian folklore
https://en.wikipedia.org/wiki/Krasue 
",True,,,,
83a472d7-4a47-4ee7-b630-e300f4e9761a,Death and the Mother,,BW,1988,10,A,,True,,,,
83c7cc62-8527-4911-9758-5cee9084c7a6,Das blaue Licht,The Blue Light; Das blaue Licht - Eine Berglegende aus den Dolomiten,BW,1932,85,L,,True,,,,
83d5076d-430b-406b-8a8c-a33a2bddeded,Wilde,,C,1997,118,L,,True,,,,
83e64a87-2ea1-4fdd-b68d-e5505f39f70a,Siren of Bagdad,,BW,1953,73,L,,True,,,,
83fcf02a-f65d-4902-9e80-421831353e43,Popolvár najväcsí na svete,"Taugenichts, der tapfere Ritter",C,1982,90,L,"I'm not sure of the mode.
AM; appears live, based on poster/image on IMDb",True,,,,
8414e7eb-2025-4f11-af7b-e7a51644a5ec,Abracadabra,,C,1970,9,A,,True,,,,
8415d1b0-f5de-419f-b0c5-aaa433da2204,The Frog Prince,,C,1961,10,A,,True,,,,
84275fe6-74d0-4ee1-96b2-bd29d11b5778,Fast Forward Little Red Riding Hood,,BW,2010,2,A,,True,,,,
84320eb3-ee1d-4026-a2a1-fc5d37b1384e,Momotarô,桃太郎,BW,1918,9,A,https://letterboxd.com/film/momotaro/,True,,,,
84395f2c-ee96-4090-bf6c-3dcf10bf0524,Der Däumling,"Simsala Grimm - Die Märchen der Brüder Grimm, Tom Thumb, The Fairy Tales of the Brothers Grimm",C,1999,25,A,,True,,,,
8441f5f9-44df-447d-b876-5201cd2363fa,Madame Perrault's Bluebeard,,C,2010,6,L,,True,,,,
844b6d5d-b89e-454f-b35b-d7e76244cb41,Dikie Lebedi,The Wild Swans,C,1962,57,A,,True,,,,
84515fdf-1e24-4b6c-8979-3db0040d0112,La tortue rouge,The Red Turtle,C,2016,80,A,"https://en.wikipedia.org/wiki/The_Red_Turtle ",True,,,,
84536d1f-f5cb-4b31-ad6d-00d212e87bd2,Speeding Beauty,Fractured Fairy Tales,C,1961,4,A,,True,,,,
845521c1-3397-42e5-b70b-c978af6ec02b,The Breadwinner,,C,2017,94,A,,True,,,,
8458336f-5293-466b-b205-28772659fbb5,Karius og Baktus,Karius and Baktus,C,1954,15,A,I'm not sure of the origin.,True,,,,
845b8a61-aa3d-4775-bb12-971f617b9408,Picknick mit Weismann,Picnic with Weissmann,C,1968,11,A,I'm not sure of the origin.,True,,,,
846f0dd0-0f3c-4c51-aa4e-d53a7e5500a5,König Drosselbart,"Simsala Grimm - Die Märchen der Brüder Grimm, King Thrushbeard, The Fairy Tales of the Brothers Grimm",C,1999,24,A,,True,,,,
84798aa4-2ef6-4285-80cc-a263c21945b6,The Sorcerer's Apprentice,,C,2002,86,L,,True,,,,
8494ff36-9319-4000-8ed4-2322d83ad9e1,The Wishing Lamp,,BW,1916,,U,,True,,,,
84986825-fd22-44f5-8da4-844c833bf087,"Da hong deng long gao gao gua, 大红灯笼高高挂",Raise the Red Lantern,C,1991,125,L,"in Tatar Secret
 https://baike.so.com/doc/1195517-7593199.html ",True,,,,
84a18e0f-acf0-4ba7-8ee0-ac975dde7dbc,Die Hexenprinzessin,,C,2020,89,L,,True,,,,
84a3351a-9855-44b8-8854-726c25e749a2,Baeksa buin,Madam White Snake,BW,1960,100,L,,True,,,,
84a4f279-42b9-4651-9005-f094bf1002dc,Tri tolstyaka,"Tri tolstiaka, The Three Fat Men",C,1966,92,L,,True,,,,
84a9d4dc-fa71-47c3-8fc7-a0842a58d032,The Selfish Giant,,C,2013,91,L,,True,,,,
84c761ae-d002-4864-bab1-a167253d54f0,The Matrix Reloaded,,C,2003,138,L,"Rieder, John.  2017. Science Fiction and the Mass Cultural Genre System. Middletown, CN: Wesleyan University Press.",True,,,,
84e9384e-6da3-4839-b407-8b6262b32eb4,Ali Baba et les 40 voleurs,Ali Baba and the Forty Thieves,C,1954,92,L,,True,,,,
84f9c3d7-ac77-4458-9b21-ea56d04bb95c,"Klein Zaches, genannt Zinnober",,C,1982,,U,,True,,,,
84fc91dd-ea5b-41ed-b43a-7cad5c1e5c97,Duch nad zlato,The Gracious Ghost,C,2013,92,L,https://www.youtube.com/watch?v=2JayPkv76-M,True,,,,
84fe9488-5af8-473a-84fe-ccdbbf434624,Descendants: The Rise of Red,,C,2024,91,L,,True,,,,
85155e07-b7fc-4a2f-bef1-3f657e9c1216,Bawang Merah Bawang Putih,Shallots & Garlic,C,2022,17,L,"https://stellasplace.eventive.org/films/6245bb74b6a6c700457e5b49
https://www.ubudfoodfestival.com/speaker/andrea-nirmala-widjajanto/
",True,,,,
85256876-3b78-4813-becc-92e47375b6ff,Lotte ja kuukivi saladus,Lotte and the Moonstone Secret,C,2011,75,A,,True,,,,
852d1e45-6709-40f1-bc7f-612e4cfef2f5,"King Midas, Junior",Columbia Color Rhapsody No. 4504,C,1942,7,A,,True,,,,
8530caab-ce65-4d80-b319-ded297b45995,H.C. Andersens eventyrlige verden: Kejserens nye klæder,H.C. Andersen: The Emperor's New Clothes,C,2005,,A,,True,,,,
8531a172-6b06-4c01-a75a-63a34f09022e,Witchslayer Gretl,,C,2012,88,L,,True,,,,
853d71af-d775-4345-a8c0-c4c3dad32358,Alice Cuts the Ice,"Alice Comedies, Alice in Cartoonland",BW,1926,7,M,,True,,,,
855469a3-f83a-49b1-9aab-207a57628115,Volk i semero kozlyat,The Wolf and the Seven Kids,C,1957,10,A,,True,,,,
85599478-70c0-430a-a408-c2e9dea5424d,Pinocchio: A Modern Retelling,,C,2019,2,A,,True,,,,
85710a12-fbdd-4bce-87d0-134635c46374,The Magic Lotus Lantern,"寶蓮燈, Bǎo lián dēng",BW,1959,80,U,"https://www.themoviedb.org/movie/786292-bao-lian-deng
https://en.wikipedia.org/wiki/The_Magic_Lotus_Lantern",True,,,,
857c27da-093b-4dbe-9890-426f4c16c4e3,Pik in Nik,Pik and Nik,C,2006,,A,"From Jack Zipes' donation, box 5",True,,,,
8585cef4-9368-46c1-b870-7c3f716e486f,"The Swan Princess: Princess Tomorrow, Pirate Today!",,C,2016,81,A,,True,,,,
858cb204-5119-485e-bb66-5404b093bc54,Red Kingdom Rising,,C,2014,73,L,"https://www.facebook.com/Red-Kingdom-Rising-143817935657137/
https://twitter.com/RKRmovie",True,,,,
859288e2-7fec-4202-b0ad-02b625b644e0,The Fisherman and His Soul,,C,1961,90,L,,True,,,,
85a53379-7383-452e-ae71-251406a7b870,As Mil e Uma Noites - Volume 1: O Inquieto,O Inquieto; Arabian Nights: Volume 1 - The Restless One,C,2015,125,L,"https://letterboxd.com/film/arabian-nights-volume-1-the-restless-one/
https://en.wikipedia.org/wiki/Arabian_Nights_(2015_film",True,,,,
85a5d619-3ff2-47d1-b416-00a3111b7339,What Lies Beneath,,C,2000,130,L,"Walter Rankin, Grimm Pictures; Bluebeard from Sue Short's FTF book",True,,,,
85a9f97e-529d-4f30-923e-0a82b8c48588,Lil' Roja N the Hood,,C,2019,12,L,"https://www.katherinesaintemariefilm.com/lil-roja-n-the-hood ",True,,,,
85ac32e0-3b89-4fe2-a11a-9cd98e086a61,Mavroscoufitsa,Little Black Riding Hood,BW,2002,10,L,,True,,,,
85d46ee0-84e6-4d9a-80b0-35c10a69b799,Alibaba and The Forty Thieves,,C,2018,90,A,,True,,,,
85e2085e-c117-4261-b517-ab03c3ee0fcc,Skønheden og udyret,Beauty and the Beast,C,1983,87,L,,True,,,,
85e45e8c-c6fb-4951-8be5-ff60706ebd8d,El príncipe de Argel,,C,2004,17,L,Tagline: A Cinderella-inspired fable based upon a popular Sephardic tale.,True,,,,
85f100e3-71e1-4f0d-8cce-0de5024d70a0,Konyok-gorbunok,"The Humpbacked Horse, Konjok Gorbunok, Das bucklige Pferdchen, Ivan and His Magic Pony (orig. 1947)",C,1975,73,A,"The Humpbacked Horse
Added: Tale Title - The Little Humpbacked Horse (http://en.wikipedia.org/wiki/Pyotr_Pavlovich_Yershov)
	Producer - Boris Wolf (http://en.wikipedia.org/wiki/The_Humpbacked_Horse_(film))
Queries: The author listed is Petr Erschov, but the Wikipedia page about the film suggests that the tale author is Pyotr Pavlovich Yershov. I’m not sure if these are alternate spellings of the same name or if they are different authors. Please confirm. Also, two dates are listed. According to Wikipedia, the second date was a remake by the same director. Do you want them listed together as they are now or separately, one for each date?",True,,,,
860251d0-1ee8-479e-8b71-9727bc7bd065,Hua pi zhi: Yin yang fa wang,Painted Skin,C,1992,94,L,https://www2.bfi.org.uk/films-tv-people/4ce2b7c2b6c7f,True,,,,
860af09b-4c3c-470e-a0a7-4c1cca9ddd82,H.C. Andersens eventyrlige verden: Den uartige dreng,H.C. Andersen: The Naughty Boy,C,2005,,A,,True,,,,
8622e6a9-bad6-42ba-aa8f-9e2302608ad3,Schneeweißchen und Rosenrot,Snow White and Rose Red,BW,1938,,U,,True,,,,
8629f9db-77ff-43c8-b16e-7ab1e293236c,The Sweet Hereafter,,C,1997,177,L,,True,,,,
863365f4-3a58-47fa-93ae-8b806880b8e6,Yôkai Watch: Tanjô no himitsuda nyan,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",C,2014,97,A,"Yokai
https://en.wikipedia.org/wiki/Yo-kai_Watch ",True,,,,
863fefd2-be08-4c38-87c5-25001661b653,Mary Poppins Returns,,C,2018,130,L,,True,,,,
86457ab4-d782-4176-a123-82d4a8923647,Die weiße Schlange,The White Snake,C,2015,91,L,,True,,,,
86571405-2328-49f5-bf8d-912a9c2af033,Inauguration of Snow White,,C,2011,60,L,"https://letterboxd.com/film/the-inauguration-of-snow-white/
https://www.facebook.com/pages/category/Movie/Cosmotropia-de-Xams-INAUGURATION-OF-SNOW-WHITE-154074108002873/

https://vimeo.com/ondemand/inaugurationofsnowwhite
",True,,,,
865aefb7-06e8-4b01-af4a-534771c829ac,King Kong,,C,2005,187,L,,True,,,,
8665fdce-25be-49bd-9bb4-b0980bf92c4f,Three Little Pigs: Fixed Fairy Tales,,C,2015,5,A,,True,,,,
866af1b2-e916-4a77-840d-3ee65a9680e5,The Shadows,"Guardian of the Ancient Shadow Crown, Guardians of the Crown",C,2014,86,L,,True,,,,
867464a8-b1c2-472e-bc26-60fecd7761c1,Blood and Chocolate,,C,2007,98,L,Sue Short's FTF book,True,,,,
8687d60e-cd10-4541-8ef6-5ada6e6f4446,Scariel - Part of Your Brain (Zombie Little Mermaid),,C,2014,,L,,True,,,,
8688d571-43c1-4190-8051-25e9addb065a,The Magic Pony Ride,,C,1977,23,L,,True,,,,
86a4ca1c-62b5-4f58-a974-c9fbadecc0eb,It,It: Chapter One,C,2017,135,L,,True,,,,
86b34011-e7cd-41c2-a5b6-5326754e9d5c,Skazka o vesyolom kloune,Tale of a Funny Clown; Сказка о весёлом клоуне,C,1980,9,A,"https://www.youtube.com/watch?v=0-FAaBFl72M
https://www.youtube.com/watch?v=7EKs5KLYwwQ
",True,,,,
86c91a65-21c8-41d3-860b-d7c3b699ee91,The Butterfly Lovers,,C,2003,,U,"https://letterboxd.com/film/the-butterfly-lovers/
",True,,,,
86de3cdf-933d-478e-bab1-10a219ae103d,Dragonheart 3: The Sorcerer's Curse,,C,2015,98,L,,True,,,,
86f465cf-61db-4dc8-b135-aae0217dbb2c,Au bout du conte,Under the Rainbow,C,2013,112,L,,True,,,,
86fbce79-e516-4836-a872-e3c9cc9beb76,The Adventures of Cinderella's Daughter,,C,2000,68,L,,True,,,,
86fe2479-77e7-421d-ac4f-bb52d4b00999,Unsuk Chin: Alice in Wonderland,,C,2007,122,L,"From Jack Zipes' donation, box 6",True,,,,
8710f87d-27e1-484a-a6b9-70950b3b1071,Zlatovláska,Princess Goldenhair,C,2015,,L,,True,,,,
871e8b20-f86c-45e0-8f9b-54d9429e4d06,Sekai meisaku dôwa: Mori wa ikiteiru,Twelve Months,C,1980,65,A,I'm not sure of the origin.,True,,,,
8724d3ab-95f1-45bf-91ec-67ff8874bf66,Harry Potter and the Order of the Phoenix,,C,2007,138,L,,True,,,,
873b24b3-1afc-40fe-86a2-198d0aebd7d1,The Goldilocks and the 3 Bears Show,Unstable Fables,C,2008,,A,,True,,,,
873f901e-29dc-4ef8-89fe-082d739fde79,The Lost Thing,,C,2010,15,A,,True,,,,
8744c1fa-bfe2-405e-b4b1-4f9f834434c1,Putih,,C,2001,90,A,,True,,,,
8745cbeb-9447-4efb-9def-f853d4cf784b,Goldilocks and the Three Bears,,C,1939,11,A,,True,,,,
87721f5d-e383-46c4-999c-be617a15d404,Keloglan ve cici kizlar,,C,,58,L,,True,,,,
87724a8f-50d2-40fb-b1ec-2a09cf1bf3c3,Little Dead Rotting Hood,,C,2016,88,L,"https://letterboxd.com/film/little-dead-rotting-hood/
https://www.themoviedb.org/movie/376311-little-dead-rotting-hood",True,,,,
87735c88-abb0-4592-86c7-7e12b412e229,Dragon Hunter,,C,2009,90,L,,True,,,,
8775d3ab-1241-46a2-bdf5-9015166abb6d,Ondine,,C,2009,103,L,,True,,,,
87799a73-1545-4b3c-a133-8c1d64b8c33b,Ali Baba and the Forty Thieves: The Lost Scimitar of Arabia,,C,2005,68,A,https://trakt.tv/movies/ali-baba-and-the-forty-thieves-the-lost-scimitar-of-arabia-2005,True,,,,
877a4341-9ecc-49b8-9ba4-f08688548a64,Cinderella Liberty,,C,1973,117,L,,True,,,,
878c4c05-1461-4e14-b6ed-cbe0f080838a,La dernière femme de barbe bleue,"The Last Wife of Bluebeard, Bluebeard's Last Wife, Blue Beard's Last Wife",C,1996,13,A,IMDb suggests a different spelling of the director's name.,True,,,,
879b511d-9e45-4f17-9b76-480f2191c11b,Snow White and the Seven Fellows,"Snow White and the 7 Dwarfs, 雪姑七友",BW,1955,80,L,https://en-hkcinema-ru.translate.goog/film/4033?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-US&_x_tr_pto=wapp,True,,,,
879ef04b-c2ce-4b67-9e7a-b1c8be4d7628,Little Rural Riding Hood,,C,1949,6,A,,True,,,,
87aa375e-c007-4fa0-b0c0-fbc166c6b279,Pro Krasnuyu Shapochku,"Little Red Riding Hood, Pro Krasnui︠u︡ Shapochku",C,1977,135,L,,True,,,,
87b12adf-2b9b-4973-83c9-051c639d2389,Hanaori,The Breaking of Branches Is Forbidden; Hanaori: Breaking of Branches Is Forbidden,C,1968,14,A,"From Jack Zipes' donation, box 6
https://www.youtube.com/watch?v=6AJKWG4SjCk
https://www.dailymotion.com/video/xddf2h",True,,,,
87b4b39c-7c82-4f2a-a536-5565285a7302,Mononoke-hime,Princess Mononoke,C,1997,134,A,,True,,,,
87c91195-5d6d-4f80-b7d0-8b5d7bfd9e74,"Küss mich, Frosch","Kiss Me, Frog",C,2000,80,L,,True,,,,
87cabccd-a8b3-4637-9c88-604377bca5e5,"Know, I am You",,C,2007,11,M,,True,,,,
87da858d-e37f-42d5-a0a2-b361a1eb4253,The Dancing Princesses,Faerie Tale Theatre,C,1987,50,L,,True,,,,
87e672d9-e26e-4304-b1b8-ffe615e63cef,Volki i ovtsy. Beeezumnoe prevrashchenie,Sheep & Wolves; Sheep and Wolves,C,2016,85,A,,True,,,,
87e6bd7f-5136-441d-9d53-9d8ef6b34b91,Der Jäger und der Sohn des Zwergenkönigs,The Hunter and the King of the Dwarfs' Son,C,1989,20,A,,True,,,,
87fb45dc-c521-4450-a54b-1b6f36e98211,Twilight,,C,2008,122,L,"Kelly Oliver, Hunting Girls: Sexual Violence from The Hunger Games to Campus Rape. New York: Columbia University Press, 2016",True,,,,
87fcf5c2-95a1-4b62-a669-74eac563ad25,Krysař,,C,2003,70,L,"https://letterboxd.com/film/krysar/
",True,,,,
87fdda00-37cd-42a9-bd3a-5e519bdcffc2,Welcome to Dreadville II: Red in Dreadville,,BW,2007,22,L,,True,,,,
8803d30c-a728-4f42-a142-46df51c8cba1,Spite Your Face,,C,2017,37,L,"https://scotlandandvenice.com/years/2017/
https://letterboxd.com/film/spite-your-face/details/",True,,,,
8809df3d-963e-4310-8096-7cec50151ecf,Jack and the Beanstalk,"Jack, the Giant Killer",BW,1912,14,L,https://letterboxd.com/film/jack-and-the-beanstalk-1912/,True,,,,
88208256-4a48-4152-97c0-7f9bea7a18e4,Aladdin Up-to-Date,,BW,1912,,U,,True,,,,
884090fb-0870-48fa-af03-b50f033ee4a7,The IMAX Nutcracker,,C,1997,37,L,,True,,,,
884eddd3-a96b-4c16-b591-58dde1478998,Bluebeard's Crate,What's with Andy?,C,2004,30,A,I've included a link to the Big Cartoon Database. Is that okay?,True,,,,
8867a975-9bab-4461-abb9-163f7edb7564,Burlesque Fairytales,,C,2009,83,L,,True,,,,
8878e7f9-18d5-433b-81c3-d39c2a668356,Die Gänsehirtin am Brunnen,The Goose Girl at the Spring,C,1979,57,L,,True,,,,
887b2a5d-fbe6-4d60-8deb-26ed2701bf14,The Lonely Passion of Petar the Pig Farmer,,C,1999,14,U,,True,,,,
888d4839-215d-4834-b52f-200e55122153,Bluebeard's Treasure,,BW,1962,5,A,"The IMDb entry does not list Hal Seeger as the director (no director is listed), but instead as the producer of the short.",True,,,,
88ce7573-3aca-43f6-992b-6e2612f70e62,Hansel & Gretel,,C,2006,51,L,,True,,,,
8918b1db-3bc0-4217-b5eb-840791cc6fd1,Alf layla wa-layla,"The Thousand and One Nights, Elf laila wa laila",C,1964,122,L,The spelling of the original title and the director's name are listed quite differently on IMDb. Please confirm.,True,,,,
891981a1-483c-4d32-9e0a-0b2296a73114,Snow White,Fractured Fairy Tales,C,1961,,A,,True,,,,
891b44ff-7cd8-48e4-8b0f-8e2046aaf946,Lights Out,,C,2016,81,L,"Very loosely Juniper Tree, murderous figure associated with the biomother.  Also stepsister who tries to save her stepbrother and closes with family at the end, the stepsister, her boyfriend, and the stepbrother.",True,,,,
892deabb-73ef-4623-af9f-0ed07f5ef087,Pamuk Prenses ve 7 Cüceler,Snow White and the Seven Dwarfs,C,1970,92,L,,True,,,,
892f8d35-7026-4c45-9b8a-9f0a38d0ef24,The Legend of Shangri-la,,C,2006,18,A,,True,,,,
8940d4ac-cf2f-448c-b38e-6f009b5e3a25,Magnetová hora. Ctvrtá cesta námorníka Sindibáda,The Fourth Voyage of Sinbad,C,1973,15,A,,True,,,,
8941b813-5626-49d1-8d43-39d1f5b98842,Under Their Little Red Riding Hoods,,C,2016,,U,,True,,,,
8955782f-0b64-451c-904f-ae7782e325fd,Three Little Pigs 2,Three Little Pigs and Kung Fu Panda,C,2017,80,A,http://en.zhonghemovie.com/news/44.html,True,,,,
8957033b-9c30-42c4-8b61-131008e5c722,Morský sultán. Sestá cesta námorníka Sindibáda,The Sixth Voyage of Sinbad,C,1974,10,A,,True,,,,
8958033f-7581-4cf3-967c-9bb19dc7e4cf,Jabberwocky Rise,,C,2020,,L,https://www.filmweb.pl/film/Jabberwocky+Rise-2017-731584/cast/crew,True,,,,
89664a20-d2af-4321-9601-7ef5b036c945,H.C. Andersens eventyrlige verden: Prinsessen på ærten,H.C. Andersen: The Princess on the Pea,C,2005,,A,,True,,,,
896eb0a9-b59a-46b9-b900-72c5b49d8041,Wales,,C,1948,,A,,True,,,,
89702e85-ac64-48d4-8e43-cb3d988f1894,Cronos,,C,1993,94,L,I'm not sure of the origin.,True,,,,
89723c32-291a-4a71-85cf-9999646504e4,Snow White,,C,1990,8,A,"http://www.enchantedtales.com/Snow-White.html
https://golden-fillms.fandom.com/wiki/Snow_White

IMDB entries have different dates, so I used the date from the entry that was more complete.",True,,,,
8972d3a7-1f24-4340-9f4f-b23f81bae998,Pokhozhdeniya Nasreddina,The Adventures of Nasreddin,BW,1947,87,L,"I'm not sure of the origin or the mode.
Originates from folklore throughout the Middle East. ",True,,,,
89731817-e622-488d-8b59-852b833f25ed,The Dangerous Christmas of Red Riding Hood,"The Dangerous Christmas of Red Riding Hood or Oh Wolf, Poor Wolf!",M,1965,50,L,,True,,,,
89743f2a-9189-42d4-bc72-acd47c006e57,Poslednyaya noch Shakherezady,"The Last Night of Scheherazade, Последняя ночь Шахерезады",C,1988,88,L,https://en.wikipedia.org/wiki/The_Last_Night_of_Scheherazade,True,,,,
89975f3c-8c5d-4c95-985c-216ec97cf65b,Onigamiden,Onigamiden - Legend of the Millennium Dragon,C,2011,100,A,,True,,,,
899cbde8-6c3d-4e7f-86e9-9d36fe6872f7,Lykkens galoscher,,BW,1921,,U,,True,,,,
899e5f5b-7b7e-4612-ab0e-1408c034b001,Giantland (Mickey Mouse),Mickey and the Giant,BW,1933,8,A,"OK-PG
https://letterboxd.com/film/giantland/",True,,,,
899e8007-8b8b-42c6-a367-02b68b23ca5c,Mari iyagi,My Beautiful Girl Mari,C,2002,86,A,"Jack:
Spelling Corrections: Director - Sung-gang Lee (http://www.kmdb.or.kr/eng/mm_basic.asp?person_id=00017592, Wikipedia, IMBD)",True,,,,
89a6e911-691a-4792-a039-fff7970a0a23,Chudesnyy kolokolchik,"A Little Wonderbell, The Magic Bell, Чарівний Дзвіночок",C,1949,19,A,https://www.youtube.com/watch?v=sRyyst67EYM,True,,,,
89b04483-1390-46f4-92d5-09922a9c7b92,O Cavaleiro Didi e a Princesa Lili,The Knight Didi and the Princess Lili,C,2006,90,L,,True,,,,
89b23ec9-85be-40dd-b108-cbf32fa07b6c,Nights,"Layalin, Lial, Layal",C,1982,110,L,"I'm not sure of the colour or mode, and was unable to find any listing of this film.
AM: I think it's live, but not sure of colour.

https://letterboxd.com/film/lial/
https://www-encyclocine-com.translate.goog/index.html?menu=0&film=63580&_x_tr_sl=fr&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=nui,sc ",True,,,,
89b8769e-d7d7-488d-8479-4f02f0ba3321,The Last Mouse of Hamelin,,C,1955,7,A,,True,,,,
89e058f6-f495-4c3d-8667-faecbefe7f09,Cinderella,The Stepsister,BW,1914,52,L,"On IMDb, the film is listed as Colour (Tinted)/Black and White. I found the film on youtube, and this seems to mean that the film was shot in black and white and the final product has been tinted as if through a filter. I was not sure which colour option to choose, so I used Colour/Black and White.

http://www.youtube.com/watch?v=1HCfRkJ2otY

AM - June 2021, IMDB now says just black & white so I've updated accordingly",True,,,,
89e8dd23-97d9-4271-8621-5143c3937492,964 Pinocchio,Screams of Blasphemy,C,1991,97,L,IMDb says Hagi Suzuki and Onn-chan; my names from DVD PG,True,,,,
