PersonId,FirstName,LastName
441,Stephen,Bosustow
442,Teoi,Doga
443,Tsutomu,Sugita
444,Hidekazu,Terakawa
445,A.,Vlassova
446,Luciena,Ovchinnikova
447,Nina,Zorskaya
448,M.,Gromova
449,T.,Dmitrieva
450,Aleksei,Gribov
451,Mariya,Vinogradova
452,Georgiy,Vitsin
453,Vera,Yenyutina
454,Svetlana,Kharlap
455,Stephan,Bubnov
456,Aleksei,Konsovsky
457,Anatoli,Kubatsky
458,Yuri,Medvedev
459,Anastasiya,Zuyeva
460,Mikhail,Zimin
461,Aleksei,Zolotnitskiy
462,Roman,Filippov
463,Nikolai,Grabbe
464,Anika,Noni Rose
465,Bruno,Campos
466,Keith,David
467,Michael-Leon,Wooley
468,Jennifer,Cody
469,Billy,Bletcher
470,Pinto,Colvig
471,Dorothy,Compton
472,Mary,Moder
473,Valdimar,Örn Flygenring
474,Bob,Holt
475,Jesse,Welles
476,Richard,Romanus
477,David,Proval
478,Jim,Connell
479,Byung-hun,Lee
480,Hyeong-jin,Kong
481,Chong-ok,Bae
482,Sung-kee,Ahn
483,Hang-Seon,Jang
485,Paige,O’Hara
486,Robby,Benson
487,Richard,White
488,Angela,Lansbury
489,Dexter,Fletcher
490,Jim,Broadbent
491,Jonathan,Ross
492,Craig,Charles
493,Erast,Garin
494,Eric,Idle
495,Sarah,Polley
496,Robin,Williams
497,Oliver,Reed
498,Sting,null
499,Jonathan,Pryce
500,Florence,Gill
501,Hisaya,Morishige
502,Mariko,Miyagi
503,Irina,Maslennikova
504,V.,Shevtsov
505,L.,Ktitorov
506,V.,Borisenko
507,Jan,Tríska
508,Jim,Backus
509,Kathryn,Grant
510,Dwayne,Hickman
511,Hans,Conried
512,Herschel,Bernardi
513,Kate,Winslet
514,Jeremy,Irons
515,Dougray,Scott
516,Michael,Burrell
517,Charlotte,Coleman
518,Kazuo,Kitamura
519,Sayuri,Yoshinaga
520,Junya,Kato
521,Kirin,Kiki
522,Kazuo,Kumakura
523,Kellie,Bright
524,Jason,Connery
525,Michael,Hordern
526,Penelope,Keith
527,Lorenzo,Music
528,Marshall,Efron
529,James,Cranna
530,Julie,Payne
531,Hamilton,Camp
532,Ludek,Munzar
533,Jaroslav,Moucka
534,Christian,Brückner
535,Friedrich,Schütter
536,Mariya,Babanova
537,Aleksey,Batalov
538,Nikolai,Bogolyubov
539,Vladimir,Gribkov
540,Nina,Krachkovskaya
541,Matthew,Courtney
542,Catherine,Wells
543,Mike,Myers
544,Cameron,Diaz
545,Eddie,Murphy
546,Julie,Andrews
547,Antonio,Banderas
548,Leah,Rosen
549,Milos,Kopecký
550,Rudolf,Jelínek
551,Jana,Brejchová
552,Karel,Höger
553,Nadesda,Blazickova
554,Nina,Gulyayeva
555,Yevgeni,Vesnik
556,Tamara,Dmitrieva
557,Margarita,Korabelnikova
558,Olga,Gromova
559,Vsevolod,Larionov
560,Yuri,Volntsev
561,Vasili,Livanov
562,Grigori,Shpigel
563,Jerry,Orbach
564,David,Ogden Stiers
565,Bernadette,Peters
566,Gregory,Grudt
567,Philippe,Noiret
568,Pierre-Marie,Escourrou
569,Catherine,Chevallier
570,Georges,Wilson
571,Anny,Duperey
572,Jean-Pierre,Ducos
573,Ruben,Simonov
574,A.,Gruzinsky
575,Nina,Nikitina
576,Kolya,Tagunov
577,Valentina,Sperantova
578,Sara,Berner
579,Sarah,Michelle Gellar
580,Freddie,Prinz Jr.
581,Wallace,Shawn
582,Patrick,Warburton
583,George,Carlin
584,Vladimir,Gribkov
585,Yanina,Zhejmo
586,Sergei,Martinson
587,Anna,Komolova
588,Yoshikazu,Fujiki
589,Sumi,Mutoh
590,Hiroyuki,Kinosha
591,Yukio,Hiroda
592,Yukihiro,Yoshida
593,Yu-ki,null
594,Megumi,Hayashibara
595,Joji,Yanami
596,Daisuke,Gori
597,Masako,Nozawa
598,Jana,Brejchová
599,Nikolai,Abramov
600,Michael,Druyan
602,Danishka,Esterhazy
603,Rebecca,Gibson
604,Ashley,Hirt
605,Breazy,Diduck-Wilson
606,Annika Elyse,Irving
607,Andrew,Luczenczyn
608,Rebecca,Sandulak
609,Joe,Silva
610,Paul,Suderman
611,Brittani,Schick
612,Kristen,Sawatzky
613,Leonard,Waldner
614,CindyMarie,Small
615,Charles,Vidor
616,Moss,Hart
617,Frank,Loesser
618,Harry,Stradling Sr.
619,Samuel,Goldwyn
620,Danny,Kaye
621,Tamar,van den Dop
622,Junkie,XL
623,Tom,Holkenborg
624,Gregor,Meerman
625,Petra,Goedings
626,Joren,Seldeslachts
627,Halina,Reijn
628,David,Wu
629,Simon,Moore
630,Gregory,Middleton	
631,Lawrence 	,Shragge
632,Matthew,O'Connor
633,Michael,O'Connor
634,Jeremy,Guilbaut
635,Chelsea,Hobbs
636,Bridget,Fonda
637,Gennadi,Kazansky
638,Yevgeny,Schwarts
639,Nadezhda,Simonyan
640,Sergey,Ivanov
641,Lena,Proklova
642,Slawa,Zjupa
643,Natalya,Klimova
644,Philip,Saville
645,Kit Hesketh,Harvey
646,Debbie,Wiseman
647,John,Kenway
648,Paul,Lowin
649,Davida,Belling
650,Clive,Parsons
651,Kieren,Bew
652,Julian,Gibbs
653,James Andrew,Hall
654,Paul K.,Joyce
655,Rhett,Morita
656,Val,Ames
657,Cherylyn,Brooks
658,Chantal,Ling
659,Katy,Richardson
660,Sydney,White
661,Pax,Baldwin
662,Juliet,Stevenson
663,Päivi,Hartzell
664,Jukka,Linkola
665,Henrik,Paersch
666,Kari,Sohlberg
667,Satu,Silvo
668,Sebastian,Kaatrasalo
669,Dave,Fleischer
670,George,Steiner
671,Max,Fleischer
672,Adolph,Zukor
673,Bonnie,Poe
674,Mae,Questel
675,Ann,Rothschild
676,Maria,Procházková
677,Tom,Cruise
678,Ann,Little
679,William,Pennell
680,Samuel,Lerner
681,Sammy,Timberg
682,Cab,Calloway
683,King,Ross
684,Jack,Ward
685,Ub,Iwerks
686,Shamus,Culhane
687,Al,Eugster
688,Carl W.,Stalling
689,Otto,Englander
690,Arthur,Turkisher
691,Pat,Powers
692,Jean,Cocteau
693,Georges,Auric
694,Henri,Alekan
695,André,Paulvé
696,Jean,Marais
697,Josette,Day
699,Lindon,Pickersgill
700,Artemi,Ayvazyan
702,Rupert,Julian
703,Georges,Méliès
704,Jeanne,d'Alcy
705,Bleuette,Bernon
706,Étienne,Arnault
707,Edgar G.,Ulmer
708,Pierre,Gendron
709,Leo,Erdody
710,Jockey A.,Feindel
711,Leon,Fromkess
712,John,Carradine
713,Jean,Parker
714,Nils,Asther
715,Ludwig,Stössel
716,George,Pembroke
717,Claude,Chabrol
718,Françoise,Sagan
719,Pierre,Jansen
720,Jean,Rabier
721,Georges,de Beauregard
722,Carlo,Ponti
723,Michèle,Morgan
724,Danielle,Darrieux
725,Hildegard,Knef
726,Juliette,Mayniel
727,Charles,Denner
728,Edward,Dmytryk
729,Ennio,De Concini	
730,Maria,Pia Fusco
731,Ennio,Morricone
732,Gábor,Pogány
733,Velisar,Kresteff
734,Remo,Odevaine
735,Ilya,Salkind
736,Richard,Burton
737,Raquel,Welch
738,Virna,Lisi
739,Nathalie,Delon
740,Marilù,Tolo
741,Scott R.,Dunlap
742,John,Grey
743,Stephen S.,Norton
744,Mary,Anderson
745,Jack,Connolly
746,George,Hernandez
747,Laura,Anson
748,Lila,Leslie
749,Louis,Lumière
750,George Albert,Smith
751,Laura,Bayley
752,Scott,Weinger
753,Linda,Larkin
754,Daisaku,Shirakawa
755,Fumio,Kurokawa
756,Kunihiko,Okazaki
757,Shin'ichi,Yukimuro
758,Yoshio,Kuroda
759,Christophe,Rossignon
760,Michel,Ocelot
761,Cyril,Mourali
762,Karim,M'Riba
763,Kihachiro,Kawamoto
764,Shinobu,Orikuchi
765,Ryohei,Hirose
766,Jannik,Hastrup
767,Bent,Haller
768,Michel,Fessler
769,Hayao,Miyazaki
770,Joe,Hisaishi
771,Keiko,Yokozawa
772,Mayumi,Tanaka
773,Kotoe,Hatsui
774,Yasuo,Yamada
775,Eiko,Masuyama
776,Atom,Egoyan
777,Mychael,Danna
778,Paul,Sarossy
779,Ian,Holm
780,Bruce,Davey
781,Robert,Lantos
782,Bob,Hoskins
783,Arsinée,Khanjian
784,Elaine,Cassidy
785,Luc,Picard
786,Fred,Pellerin
787,Normand,Corbeil
788,Serge,Fiori
789,Lorraine,Richard
790,Vincent-Guillaume,Otis
791,Claude,Cloutier
792,Janet,Perlman
793,Cecil,Hepworth
794,Percy,Stow
795,Jon,Joffin
796,Caroline,Thompson
797,Michael,Convertino
798,Miranda,Richardson
799,Kristin,Kreuk
800,Caroline,Coutts
801,Pieter,Stathis
802,Teresa,Connors
803,Diana,Wilson
804,Brenda,McDonald
805,Jennifer,Clement
806,Gerald,Packer
807,Richard,Carpenter
808,Laurie,Lynd
809,Nick,Bicat
810,Paul,Brown
811,Brenda,Fricker
812,Tom,Conti
813,Tim,Burns
814,George,Bloomfield
815,Jono,Grant
817,Christina,Jennings
818,Gary,Busey
819,Mychèle,Boudrias
820,François,Protat
821,Theodore J.,Flicker
822,Lewis,Furey
823,Jon,Lissauer
824,Harry,Gulkin
825,Alex,Karras
826,Sebastian,Edschmid
827,Sheri,Elwood
828,Micki,Meuser
829,Karen,Arikian
830,Kirsten,Dunst
831,Lynn,Redgrave
832,Joel,Ransom
833,Matthew,Bright
834,Gerry,Gershman
835,Brad,Wyman
836,Natasha,Lyonne
837,Vincent,Gallo
838,Mandy,Walker
839,David Leslie,Johnson
840,Catherine,Hardwicke
841,Brian,Reitzell
842,Jennifer,Davisson Killoran
843,Leonardo,DiCaprio
844,Julie,Yorn
845,Amanda,Seyfried
846,Gary,Oldman
847,Gérard,Simon
848,Gene,Quintano
849,Gavin,Millar
850,Cynthia,Millar
851,Jan Peter,Meyboom
852,Stockard,Channing
853,Azura,Skye
854,Laurynas,Navidauskas
855,Sean,Milliken
856,Daniel,Pruger
857,Evan,Crowe
858,Yvonne,Desjardins
859,Simon,Lopes
860,Ernest,Gregl
861,Tomislav,Gregl
862,Milan,Blazekovic
863,Dusko,Mandic
864,Zeljko,Zima
865,Ivan,Gudeljevic
866,Thomas,Burstyn
867,Jill,Blotevogel
868,Craig,Van Sickle
869,Steven,Long Mitchell
870,Nick,Willing
871,Simon,Boswell
872,Zooey,Deschanel
873,Alan,Cumming
874,Neal,McDonough
875,Kathleen,Robertson
876,Ben,Mink
877,Alex,Brown
878,Caterina,Scorsone
879,Andrew-Lee,Potts
880,David,Perrault
881,Michael,Stokes
882,Jordan,Barker
883,Nick,Dyer
884,Eric,Cadesky
885,Peter,Simpson
886,George,Flak
887,Gabrielle,Anwar
888,Forest,Whitaker
889,Michael,Grady
890,Joshua Michael,Stern
891,Philip,Glass
892,Greg,Shapiro
893,Sidney,Kimmel
894,Aaron,Eckhart
895,Ian,McKellen
896,Brittany,Murphy
897,Nicola,Pecorini
898,Tony,Grisoni
899,Terry,Gilliam
900,Jeff,Danna
901,Gabriella,Martinelli
902,Jeremy,Thomas
903,Jodelle,Ferland
904,Jeff,Bridges
905,Michael,Balfry
906,Karen,Lam
907,David,Bloom
908,Paul,McCurdy
909,Rob,Blackie
910,Rich,Blenkinsopp
911,Emily,MacDonald
912,Jon,Stone
913,Tom,Whedon
914,Jim,Henson
915,Joe,Raposo
916,Peter,Miner
917,Belinda,Montgomery
918,Robin,Ward
919,Humberto,Morales
920,Mark,Benge
921,Ana,Frias
922,Moby,null
923,Jennifer,Kirkbride
924,Brendan,Galvin
925,Marc,Klein
926,Jason,Keller
927,Tarsem,Singh
928,Bernie,Goldman
929,Ryan,Kavanagh
930,Brett,Ratner
931,Julia,Roberts
932,Lily,Collins
933,Reed,Smoot
934,Mark,Nowadnick
935,Alan,Reid
936,Andy,Gaskill
937,Bob,Rogers
938,David,Spear
939,Gary,Carre
940,Micah,Meisner
941,Mitchell,Akiyama
942,Natalie,Galazka
943,Anne,Plamondon
944,Kevin,McGuiness
945,Rod,Rocha-Campos
946,Jennifer,Moore
947,Malcolm,Oliver
948,Tricia,Collins
949,Sean,Dennie
950,Xstine,Cook
951,Jonathan,Lewis
952,Mooky,Cornish
953,Finn,Bergan
954,Ivo,Caprino
955,Leif,Kayser
956,Don,Hammer
957,Mogens,Wieth
958,Christine,Larocque
959,Peter,Sander
960,Murray,Shostak
961,Richard,Chamberlain
962,Ron,Goodwin
963,Sara,Sponga
964,Pierre-Luc,Granjon
965,Antoine,Lanciaux
966,Normand,Roger
967,Pierre Yves,Drapeau
968,Denis,Chartrand
969,Pascal,Le Nôtre
970,Marie-Josée,Corbeil
971,Christine,Côté
972,Terrence,Scammell
973,Bernard,Bouillon
974,Ishu,Patel
975,Gheorghe,Zamfir
976,Evelyn,Lambart
977,Keith,Tedman
978,F.W.,Remmler
979,Ingrid,Remmler
980,Robert,Fleming
981,Michael,Rubbo
982,Maurice,Blackburn
983,Wolf,Koenig
984,Vinod,Batra
985,Claude,Lapierre
986,William,Wiggins
987,Rhoda,Leyer
988,Robert,Verrall
989,Karl,Duplessis
991,Les,Drew
992,Simon,Leblanc
993,Pierre,Provost
994,Jacques,Avoine
995,Paul,Vogel
996,David P.,Harmon
997,Charles,Beaumont
998,William,Roberts
999,Henry,Levin
1000,George,Pal
1001,Leigh,Harline
1002,Laurence,Harvey
1003,Karl,Boehm
1004,Desmond,Dickinson
1005,David,Osborne
1006,David D.,Osborne
1007,Robert,Blees
1008,Jimmy,Sangster
1009,Curtis,Harrington
1010,Kenneth V.,Jones
1011,Samuel Z.,Arkoff
1012,James H.,Nicholson
1013,Shelley,Winters
1014,Mark,Lester
1015,Pete,Kozachik
1016,Henry,Selick
1017,Danny,Elfman
1018,Tim,Burton
1019,Chris,Sarandon
1020,Catherine,O'Hara
1021,Harold,Rosson
1022,Noel,Langley
1023,Florence,Ryerson
1024,Edgar Allan,Woolf
1025,Victor,Fleming
1026,Harold,Arlen
1027,Mervyn,LeRoy
1028,Judy,Garland
1029,Bert,Lahr
1030,Margaret,Hamilton
1031,Ray,Bolger
1032,Jack,Haley
1033,Billie,Burke
1034,Peter,Biziou
1035,Michael,Palin
1036,Mike,Moran
1037,John,Cleese
1038,Sean,Connery
1039,Shelley,Duvall
1040,Atsushi,Okui
1041,Toshio,Suzuki
1042,Billy,Crudup
1043,Yôji,Matsuda
1044,Dominique,Chapuis
1045,Brigitte,Roüan
1046,Philippe,Galland
1047,Marianne,Basler
1048,Cedric,Kahn
1049,Mathieu,Foldes
1050,Pierre,Földes
1051,Serge,Cohen Solal
1052,Nicole,Garcia
1053,Yuri,Yelkhov
1054,Inna,Vetkina
1055,Leonid,Nechayev
1056,Aleksei,Rybnikov
1057,Yana,Poplavskaya
1058,Christopher,Denk
1059,Boyd,Kirkland
1060,Steve,Gordon
1061,Jason,Netter
1062,Loris,Kramer Lunsford
1063,G.K.,Bowes
1064,David,DeCoteau
1065,Harry,Manfredini
1066,Larson,Tretter
1067,John,Schouweiler
1068,Booboo,Stewart
1069,Fivel,Stewart
1070,Eric,Roberts
1071,Louis,Mulvey
1072,Suzanne,Fenn
1073,Ed,Wallace
1074,Don,Letts
1075,Rick,Elgood
1076,Wally,Badarou
1077,Carl,Bradshaw
1078,Carolyn,Pfeiffer
1079,Audrey,Reid
1080,Paul,Campbell
1081,John,August
1082,Pamela,Pettler
1083,Mike,Johnson
1084,Allison,Abbate
1085,Bruno,Coulais
1086,Bill,Mechanic
1087,Mary,Sandell
1088,Dakota,Fanning
1089,Teri,Hatcher
1090,Jennifer,Saunders
1091,Dawn,French
1092,Daniel,Barnz
1093,Marcelo,Zarvos
1094,Susan,Cartsonis
1095,Vanessa,Hudgens
1096,Alex,Pettyfer
1097,Fu'ad,al-Jaza'irly
1098,Hyun-Tae,Kim
1099,Kwang-Soo,Sohn
1100,Man-Dae,Bong
1101,Jin-Young,Hyun
1102,Min-Hee,Park
1103,Ji-Won,Do
1104,Se-Kyung,Shin
1105,Vilko,Filac
1106,Catherine,Breillat
1107,Jean-François,Lepetit
1108,Sylvette,Frydman
1109,Dominique,Thomas
1110,Lola,Créton
1111,Daphné,Baïwir
1112,Jan,Švankmajer
1113,Svatopluk,Malý
1114,Peter-Christian,Fueter
1115,Kristýna,Kohoutová
1116,Kazunori,Hirasawa
1117,Shozin,Fukui
1118,Hiroyuki,Nagashima
1119,Hage,Suzuki
1120,Onn,Chan
1121,Samir,Bahzan
1122,Wahid,Hamid
1123,Yousry,Nasrallah
1124,Tamer,Karawan
1125,Kamel,Abo-Ali
1126,Mona,Zaki
1127,Hassan,El Raddad
1128,Ali Olay,Gözkaya
1129,Christoph,Hochhäusler
1130,Benjamin,Heisenberg
1131,Benedikt,Schiefer
1132,Clarens,Grollmann
1133,Mario,Stefan
1134,Sophie Charlotte,Conrad
1135,Judith,Engel
1136,Horst-Günter,Marx
1137,Miroslaw,Baka
1138,Leonard,Bruckmann
1139,Nino,Martinetti
1140,Gavin,Scott
1141,David,Lister
1142,Dale,Bradley
1143,Grant,Bradley
1144,Dana,Dubovsky
1145,Mark L.,Lester
1146,Richard,Stewart
1147,Estella,Warren
1148,Rhett,Giles
1149,Brian,Baugh
1150,Timothy,Dolan
1151,James,Frawley
1152,Gary J.,Tunnicliffe
1153,Bob,Mothersbaugh
1154,Rusty,Andrews
1155,Steve,Austin
1156,Jonathan,Bogner
1157,Taylor,Momsen
1158,Delta,Burke
1159,Jacob,Smith
1160,Ben,Demaree
1161,Jose,Prendes
1162,Anthony C.,Ferrante
1163,Alan,Howarth
1164,David Michael,Latt
1165,Stephanie,Greco
1166,Brent,Lydic
1167,Dee,Wallace
1168,Patricia,Resnick
1169,Fred,Fuchs
1170,Bridget,Terry
1171,Joan,Collins
1172,Rick(y),Schroeder
1173,Bridgette,Andersen
1174,David,Wyles
1175,Gilbert,Cates
1176,Gena,Rowlands
1177,Gerald,Ayres
1178,Emile,Ardolino
1179,Jonathan T.,Taplin
1180,Hervé,Villechaize
1181,Rod,Ash
1182,Mark,Curtiss
1183,Graeme,Clifford
1184,Mary,Steenburgen
1185,Malcolm,McDowell
1186,Tom,Davenport
1187,Marlene,Elbin
1188,Maryedith,Burrell
1189,Peter,Medak
1190,Melissa,Gilbert
1191,Lee,Remick
1192,Henry,Braham
1193,Chris,Weitz
1194,Alexandre,Desplat
1195,Deborah,Forte
1196,Bill,Carraro
1197,Nicole,Kidman
1198,Daniel,Craig
1199,Dakota Blue,Richards
1200,Jurgen,Jurges
1201,Helma,Sanders-Brahms
1202,Jurgen,Knieper
1203,Eva,Mattes
1204,Ernst,Jacobi
1205,Elisabeth,Stepanek
1206,Yoshio,Miyajima
1207,Masaki,Kobayashi
1208,Yôko,Mizuki
1209,Tôru,Takemitsu
1210,Shigeru,Wakatsuki
1211,Peter,Suschitzky
1212,Jacques,Demy
1213,Andrew,Birkin
1214,Mark,Peploe
1215,Donovan,null
1216,David,Puttnam
1217,Sanford,Lieberson
1218,Jack,Wild
1219,Donald,Pleasance
1220,John,Hurt
1221,Bryan,Lynch
1222,Will,Davies
1223,Tom,Wheeler
1224,Henry,Jackman
1225,Joe M.,Aguilar
1226,Latifa,Ouaou
1227,Salma,Hayek
1228,Zach,Galifianakis
1229,Jee-Yong,Kim
1230,Pil-Sung,Yim
1231,Min-Sook,Kim
1232,Seo,Woo-Sik
1233,Jeong-myeong,Cheon
1234,Ji-hee,Jin
1235,Won-jae,Eun
1236,Tom,Erisman
1237,Alex,van Warmerdam
1238,Otokar,Votocek
1239,Tom,Schippers
1240,Marc,van Warmerdam
1241,Jacob,Derwig
1242,John,Thomas
1243,Chris,Hanley
1244,Reese,Witherspoon
1245,Kiefer,Sutherland
1246,Danny,Pang
1247,Kam-Yuen,Szeto
1248,Ching Wan,Lau
1249,Ghislain,Cloquet
1250,Michel,Legrand
1251,Mag,Bodard
1252,Catherine,Deneuve
1253,Denis,Rouden
1254,Annabelle,Perrichon
1255,Lionel,Delplanque
1256,Jerome,Coullet
1257,Marc,Missonnier
1259,Olivier,Delbosc
1260,Clotilde,Courau
1261,Clement,Sibony
1262,James,Lapine
1263,Stephen,Sondheim
1264,Iris,Merlis
1265,Chip,Zien
1267,Joanna,Gleason
1268,Simon,Duggan
1269,Jeff,Vintar
1270,Akiva,Goldsman
1271,Alex,Proyas
1272,Marco,Beltrami
1273,Laurence,Mark
1274,John,Davis
1275,Topher,Dow
1276,Wyck,Godfrey
1277,Will,Smith
1278,Bridget,Moynahan
1279,Dean,DeBlois
1280,Chris,Sanders
1281,Bonnie,Arnold
1282,Jay,Baruchel
1283,Gerard,Butler
1284,America,Ferrera
1285,Anna,Paquin
1286,James,van der Beek
1287,Chieko,Baishô
1288,Takuya,Kimura
1289,Christian,Bale
1290,Emily,Mortimer
1291,Jean,Simmons
1292,Cory,Edwards
1293,Todd,Edwards
1294,Tony,Leech
1295,John Mark,Painter
1296,Maurice,Kanbar
1297,Sue Bea,Montgomery
1298,Preston,Stutzman
1299,David K.,Lovegren
1300,Anne,Hathaway
1301,Glenn,Close
1302,Seamus,Deasy
1303,Ronan,Hardman
1304,Alan,Moloney
1305,Redmond,Morris
1306,Rhys,Ifans
1307,Charlie,Rowe
1308,Douglas,Miller
1309,Robbie,Sams
1310,Stephanie,Astalos-Jones
1311,Antony,Shearn
1312,Neil,Gaiman
1313,Dave,McKean
1314,Iain,Ballamy
1315,Simon,Moorhead
1316,Stephanie,Leonidas
1317,Rob,Brydon
1318,Gina,McKee
1319,Oleg,Kirichenko
1320,Anna,Melikyan
1321,Natalia,Nazarova
1322,Ygor,Vdovin
1323,Ruben,Dishdishyan
1324,Masha,Shalaeva
